idx,first_piece,reference_second_piece,guided_output,general_output,rougeL_guided,rougeL_general,delta_guided_minus_general
81,"Welcome to an all-new SOCAR app. Built better for you. Book and drive any of our 30+ different car models in KL, Selangor, Penang, JB, Ipoh, Malacca, and Negeri Sembilan, right from the SOCAR app, from as low as RM8/hour.","Enjoy a wide variety of services from SOCAR-2-U car delivery, personal driver service SOCAR+, with 24-Hour Live Customer Support Service.P.S. We would love to hear your reviews and feedback on our new app. #MoreThanJustACar",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
82,"Welcome to the thrilling world of clash and balls!See the ball coming? Just hit it back to defeat your opponents. That's your daily dose of fun in Clash Guys!HIT AND WIN - Be the last one standing with the ball. With each hit, the ball speeds up. Knock out everyone and dominate the game!PARTY TIME - Share unforgettable fun moments with family and friends! Revel in the excitement of multiplayer battles!UNLOCK, UPGRADE, UNLEASH - Progress and power up! Discover a plethora of unique abilities and turn the tide in a blink.CUSTOMIZE YOUR OWN CLASH GUYS - Personalize your appearance, weapons, gestures, and even emotes with a variety of options!Guys, what are you waiting for?","Join Clash Guys now, indulge in the fun of multiplayer battles, knock out everyone, and emerge as the ultimate survivor!Got questions? Contact us at contact_clashguys@centurygame.comJoin our community and connect with other players!Discord: https://discord.gg/AzCU4zGF6pFacebook: https://www.facebook.com/profile.php?id=61552674067534TikTok: https://www.tiktok.com/@clashguysgame?lang=enYouTube: https://www.youtube.com/channel/UC6AOLXB0w1pNC4ZE-MYAeWw",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
83,Guess a rebuses on a pictures.Get a score for each,guessed rebus.Use a hint to find all words.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
84,"BermudAir is a new, boutique airline that offers corporate and leisure travellers short, all-business class flights between Bermuda, the East Coast U.S., and south Florida. Established to further enhance Bermuda’s global standing as a tourism destination and business hub, BermudAir is dedicated to servicing the","island community.Bringing the best of Bermuda to the sky, our service will reflect our island style and friendliness.We look forward to welcoming you onboard and are committed to making a connection to our beautiful island easier, more comfortable and convenient.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
85,"Discover new and exciting cryptocurrencies with Crypto Burst! Swap and match 3 or more cryptos to unleash awesome combos! Use Boosters and Powerups to remove those pesky obstacles! Complete all the targets for each level with your big brain moves and quick thinking skills to earn more points!Game Features:📈 200+ levels, more content coming!","HODL!💰 Your favorite cryptos waiting to be swapped, mixed, matched, blockchained and bursted! 🧠 Use your big brain moves to analyze the board and complete your targets!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0385,0.0385,0.0
86,"You are still looking for a decent app to help you take screenshots on your device? Come and try ""Super Screenshot"", it has the following features:1. Easy to use, no need to be root, simply press the buttons on your phone for 2 seconds.2. Resize, scribble, add text and add filters, it is very easy to edit your screenshots.3.","Your screenshots are stored on the SD card. In addition to the built-in sharing, you can also connect to your PC via USB to browse and copy the screenshots.4. Completely free! Works with Android 4.0 and above.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
87,"BlueSG is Singapore’s first and largest electric vehicle car-sharing service, designed to provide seamless, eco-friendly transportation. Our fleet of 100% electric vehicles is available around the clock, offering convenient access to both our vehicles and stations.Efficient","connectivity for your Point A to B journeysConvenient first and last-mile travel solutionsUse Singpass for a fast and hassle-free sign-upDownload the app today and enjoy seamless, eco-friendly travel.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
88,"START is an Advanced and Highly Customizable Enterprise Teamwork Platform to suit your unique industry needs. It has in built communication tools and connected tasks to ensure that your operations are streamlined for the fastest and smoothest execution. In today’s new normal, equipping with the right digital collaborative tool is paramount to your business and our platform system is here to assist.",t. 3 Reasons why you’ll love START: * Advance Project Management features to organize and automate your operations* Versatile and Customizable platform to design business workflows to suit your needs* Intelligent Dashboards and Relational Data on one integrated platform It’s so easy that everyone on the team can use it. Everything Starts Here.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
89,"★★Now 170,000 SPOT★★Easy access for tourists to free Wi-Fi all over JapanOne-time registration!!Save yourself the hassle of user registration for each new hotspot.Connect with a single tap!!Connect to free Wi-Fi easily at major train stations and airports, businesses like convenience and department stores, tourist spots, and many more locations.Search for Wi-Fi hotspots!!Use the offline map of major hotspots to search for Wi-Fi access.Currently available in the","following 16 languages:English, Chinese (simplified), Chinese (traditional), Korean, Thai, Malay, Indonesian, French, Spanish, German, Italian, Russian, Tagalog, Portuguese, Vietnamese and Japanese.[About Wi-Fi hotspots]Usable areas https://www.ntt-bp.net/jcfw/en.html• This app is provided in cooperation with businesses offering Wi-Fi access to travelers visiting Japan.* The coverage area is still expanding.[Caution]• Users are responsible for any 3G/LTE data fees incurred.• Free Wi-Fi is provided through unencrypted wireless segments.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
90,"Practicing Human is the teaching community of Cory Muscara. You will find guided meditations, weekly teachings, courses, and retreats, all designed to help you","reduce stress, create inner alignment, and become your own best friend.Join a community of humans practicing each day to get better at life.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
91,Want to know weather in Cambodia today? Want to receive news of climate in Cambodia?Khmer Weather Forecast is going to help you.What does Khmer Weather Forecast give to you?- keep tracking daily,weather information for you- get weather of Cambodia provinces and capital city- alert notification to you if there is news of climate in Cambodia- provide future weather data,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
92,"Maple board game stats helps you to record your board game scores in the form of statistics that are easy to use. Not only to record your scores, but also combine as a Loyalty program at Maple Board Game Cafe.There will be some daily and weekly quests that can be played by the users to get experience points which can be used to level up your account.",The benefit of leveling up your account is to get reward from Maple Board Game Cafe such as free food and drinks as you rack up your level.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
93,"Maximize Your Bike Performance.With the smartphone app, you can easily update firmware and customize electric shifting in addition to the e-bike assist power program.-Maximize the trail ride with customized settings in your own image.-AUTO SHIFT not requiring any gear shifting operation is comfortable.","But to make the shift timing a bit quicker, change the timing to your preference with the app.Ride comfortably even in a city with many traffic lights since it automatically switches to your favorite gear when stopping.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
94,".COMmunity Mobile is a mobile banking service for Lake Forest Bank & Trust and its other community bank locations: Highland Park Bank & Trust, Bank of Highwood Ft. Sheridan and North Chicago Community Bank..COMmunity Mobile app helps you manage your money quickly and easily — anytime, anywhere.","Whether checking your balance, depositing a check, paying a bill or transferring funds, it delivers a new level of speed and convenience. Feature List: AccountsTransfersBill PayZelle®Mobile Check DepositCardless CashCard ControlsPersonal FinanceNote: Cardless Cash, Personal Finance, Card Controls and Zelle are available on smartphones only.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
95,Merge & cook food. Serve delicious recipes to your customers.From burgers to sushi. Unlock new recipes and serve them to your customers!Features:MERGE,- Merge food and unlock new recipesRENOVATE - Renovate your restaurant with hundreds itemsUNLOCK - Unlock new restaurants and new areas,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
96,"Welcome to the official Church of Champions application.Check out all kinds of content that interests you. After you’ve downloaded and enjoyed the content, you can share it with your friends via Twitter, Facebook, or","email.For more information about Church of Champions, please visit:https://www.champ.orgThe Church of Champions app was developed with the Subsplash App Platform.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
97,"Epicor Proof of Delivery Version 2.0 empowers drivers with the ability to view and map the entire route, confirm deliveries and capture signatures and images in the field. With seamless integration to Epicor Prophet 21 and Epicor Eclipse, Epicor Proof of Delivery will help to improve customer service, settle disputes more effectively and react to discrepancies all in a paperless real time environment.",t. Use of this application may require additional functionality to be enabled on your Epicor® ERP solution at additional cost. For Demo Data to be shown: Server Name = demoUser Name = demoPassword = demo,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
98,Petroleum Dictionary Offline Features :• This app works offline – you do not need an internet connection. Perfect for your trips or when no data connection is available.• Thousands of Petroleum Words and,"Terms• App is completely free, you don't have to pay anything ever!!• Alphabetical listing• A Search tool• A learning tool",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
99,"Mosque Door Lock is an awesome easy to use user friendly lock screen for all Muslim we as a Muslim say our prayers five time a day go to the mosque but most of them do not know mosque entrance prayer and we forget often when we enter the mosque so by remembering this by heart we are going to introduce such a wonderful lock that contains a door lock look like a real mosques door and its lock. If you are a Muslim and love with Mosques and your religion is Islam, then you surely want to decorate your home screen with this mosque Door Lock and the wonderful splendid opening animation of lock with mosque entrance prayer Screen Lock also contain custom setting feature whenever you want to enable it you can do.",BestFeatures:* Beautiful HD awesome Graphics* Enable / Disable lock custom setting menu.* Android Smartphone screen nearly all compatible* Date and Time* Battery Status* Mosque Entering prayer* Masjid Door Entrance pray(Dua)**** How to USE LOCK****Enable the lock app from settings. Touch the door in to the center button circle & let the door be opened.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
100,"Search over 300,000 animals at nearly 14,000 shelters across the country. Connect your search with your partner to match on pets you both like!* Search for dogs and cats based on bread, color, size and more.* Use your location to find animals that are near you or provide a zip code to search somewhere else.* Invite your partner to use Petly also and you can share filters and match on animals you both like.* Call or email shelters directly from the app.* Share across all popular social channels with just one click.* Login with facebook to easily get started.Pet data and images are powered by the Petfinder API, a searchable database of animals who need homes.",Petly provides a new and fun way to search these animals and connect to your partner. This way you can both search the same dogs and match on animals you both would like to adopt.Petly will also donate a percentage of the earnings to local shelters around the country.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
101,"SeMAI is an app company. We create smart productivity app for palm oil plantation. We aim to help palm oil to digitize their field operation and increase their teams productivity. Our product ""SeMAI-X"" consists of freemium mobile and web apps. The mobile app dedicated to help field supervisor (or person in charge in the estate) in operational planning, monitoring & controlling, covering Division (or Afdeling) level to Block area levels. SeMAI-X Mobile App is capable to operate both in offline (with no internet, no GSM coverage) and online modes.","It is also equipped with AI smart assistant (for counting fresh fruit bunches, checking fruit ripeness, and voice-recognition feature). SeMAI-X web-based app is for user administration and overall data visualization dashboard, this web app is typically used by System Admin and Estate Management team.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
102,"JAGDALE COACHING CLASSES is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details.","It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
103,"NG File Manager is a Free, fast, secure, efficient and easy to use tool for management of all your files, folders, images, music, videos, APKs, and zip files. It is clubbed with many great features like quick search, moving, deleting, copying , opening, sharing files as well as renaming them. Loaded With tons of features and simple and easy to use UI the NG File Manager is the best File Manager ever.Key FeaturesFile ManagerTransfer application, videos, documents from internal memory of the phone to the SD card or to your computer for keeping them safe and help your mobile from getting slow.Manage your files with","cut, copy, paste, rename and move with desktop grade features.Categorize, Install, Uninstall, backup and create shortcut to your applications.Thumbnail for photo, video and APk files.Multiple selection and sorting of files available.Easy and Simple UISmooth and cleanSimple and attractiveFree and FastFTP ServerDownload files and folders from your phone to any other device or and other phone.NG File Manager is loaded with great features and at the same time it is simple, fast and free application for management of your complete device. Enjoy :)",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0116,0.0116,0.0
104,This is a guess the football team quiz:⚽ There are 125 of the best clubs! ⚽ Prove your football knowledge.⚽ Guess the football club by lineup! (Season 2024-2025)⚽ Can you guess all the football teams ?⚽ Hint 1: Player name.⚽ Hint,2: League level.⚽ Teams updated 2024.⚽ Only knowing the players nationality and position guess which football team is.Nominated as a Top football quiz App by Quins.*Icons made by Freepik from https://www.flaticon.com,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
105,"Medal helps you share and watch epic gaming moments. SHARE FROM PC• Each highlight gets a unique shareable link• Share clips directly to iMessage, Twitter, WhatsApp, Messenger, etc.• Share clips in group chat• Manage your chats with tools like mods, kicking, banning, and moreWATCH• Watch stories of epic clips• Watch only the games that you care about• Follow your friends• Upvote and comment• Favorite clips and save them to your profileRECORDDownload Medal Desktop (medal.tv/desktop) onto your computer and your recordings will show up instantly on the app! • Press a","hotkey to record what you just did on-screen• Highlights automatically show up on your phone• Easy on the GPU • Free storage• Fully synced to the Medal appHave fun and remember: clips or it didn’t happen.For feedback and questions, please contact us via our social media:Discordhttps://www.medal.tv/discordTwitterhttps://twitter.com/medal_tvInstagramhttps://www.instagram.com/medal.tvFacebookhttps://www.facebook.com/medalappTerms of Servicehttps://medal.tv/tos",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
106,"1st-ranked real estate app in Korea, Zigbang!- The winner of 2015 Best of the best brand awards- The winner of 2014 Korea mobile app award▶ Zigbang is one-shot solution.Looking for your studio apartment, one-bedroom flat, two-bedroom flat for rent in Korea? Try the dedicated rentals app, Zigbang. Zigbang’s 1st-ranked real estate app in instantly shows you a map for rent. With our simple-to-use filters, you can find real estate listings that match your specific search criteria.✓ Photo slides: View vivid images of studio apartments, one-bedroom studio, two-bedroom studio and more.✓ Custom Searches: See homes sorted by filters like subway station, area, price, house layout.▶ Reliable Zigbang’s clean campaign✓ Clean feedback: Let us get your feedback of conversation with real estate agent.✓ Compensation system: We compensate cash and cleaning tools if you tripped up by misleading information.✓ Zigbang agent: We check every images for giving you truthful contents also go out to take pictures.",▶ Official website & SNS✔Website: zigbang.com✔Facebook: facebook.com/zigbangpage✔Blog: blog.zigbang.com,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
107,"Are all Princesses really waiting for Princes to come and save them? Not this time!Take control of a very dangerous Dragon in this action-packed adventure and help the furious princess on her revenge mission. Slide down the hills jumping into and out of the ground, crashing and destroying everything on your way. Chase down the knights, conquer new castles and discover new lands! Awesome FEATURES: • Super fun, fast and furious gameplay• Fully destructible terrain• Epic boss battles• Upgradeable weapons, armor and explosive power-ups available for unlocking• Easy to learn, intuitive one-touch controls combined with innovative gameplay• Achievements and leaderboards to compete with friends Get ready for crazy adventures with this instantly playable and simple to control game!PLEASE NOTE!Our games are free to download and play.",load and play. However it is possible to buy game currency or some game items using real money. You can disable in-app purchases from your device's settings if you do not want to use this feature.To start the game you must accept our:Privacy Policy: http://www.rebeltwins.com/privacy-policy/Terms of Use: http://www.rebeltwins.com/terms-of-use/,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
108,"Are you looking for a friend who will always talk to you and never get bored of you? Talk to me, I am the robot AdamI am your robot friend Adam. Talk to me whenever you want and at any time and you will always find me with you and I will never leave youDo you feel lonely, feel sad, or want to talk to someone?There is no problem. Robot Adam is always there for you and talks to you always and without interruptionDo you want a constant friend who talks to you at all times?","Do you want someone to trust? Do you feel lonely and want to talk to someone?No problem, too, Robot Adam is there for you** Please note that the robot Adam is still in the development stage and needs more time in order to develop it and solve all problems, so please help me improve it for the better by sending a message to my email and tell me your opinion.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
109,Eleven is an auto detailing application that serves car washing at your door step with eco-friendly materials and without the use of water and only by sending your location. An,Elven worker will get to your location and will wash the car without leaving any waste and without any use of water.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
110,"Electrical Cable Table: free app for electriciansApp features and sections:Cable current carrying capacity Tableswire ampacity chart for electrical cables Electrical quiz questions section.awg to mm2 converter Short circuit , one and 3 phases tables to help in electrical short circuit study for loads.Derating factor of cable, air, temperature and laying depth correction tables. Wire gauge cables Amp tableVoltage drop electrical calculations for 3 phase loadsVoltage drop tables for","copper conductors and aluminum wires as well, according to IEC.cable fitting guide tableKW to HP calculator (And also HP to KW)HP to KVA converterKVA to KWMost used cable sizing table that helps in cable choosing for electrical motors and loadswho needs this app :Electrical engineers , electrician, technicians... etc",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
111,Find and apply for oil and gas jobs. Be in the know while on the go – stay up to date with the latest and most relevant industry news.Not looking for a job? Rigzone’s oil and gas news is updated hourly with our in-house editors covering breaking energy news from all major producing regions. Save articles and receive notifications to stay ahead of the game. Job,"Search and Application: - Instantly search and apply for oil and gas jobs, updated in real-time- Save jobs and save searches- Instant push notifications for jobs that match your requirements- Don’t do double-duty – this app syncs with your Rigzone web accountDownload the Rigzone app today and get even closer to our vibrant oil & gas community – covering energy news and jobs.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
112,"With Next House Copenhagen’s check-in app, we provide you with an easy way to view your booking and manage your check-in through your device. Make your arrival a little smoother and escape the front desk queue at the hostel by using our app’s check-in function.","All you have to do is find and select your reservation, register the number of guests, check in and create your keys, simple as that. Our app will quickly provide you with your check-in confirmation, and you are good to go!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
113,The main purpose of the 블리피 Blipy notification app is to keep users updated about the latest news on their favorite platforms around the world.Stay up-to-date with 블리피 Blipy by getting,notifications.- Latest Updates- Promo Codes- Bonuses- Exclusive Events- Notices- New Features on the PlatformAll you have to do is sign up on 블리피 Blipy and get notifications from your favorite platforms.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
114,"Rhodaa is a dynamic and innovative peer-to-peer car-sharing platform that provides a seamless and cost-effective solution for individuals in Egypt.Our mission is to bridge the gap between car owners and renters, creating a mutually beneficial relationship that is centered on customer satisfaction.We believe in providing a seamless, personalized experience for all our customers, from the easy-to-use platform to 24/7 support, and comprehensive insurance coverage. Our strict vetting process for car owners and renters ensures that all users feel confident and secure while using the Rhodaa platform.Rhodaa offers a diverse range of vehicles for renters, providing a more personalized and convenient rental experience at a fraction of the cost of traditional rental services.For car owners, Rhodaa provides an opportunity to monetize their underutilized vehicles, generating passive income and offsetting the costs of car ownership.","At Rhodaa, we are dedicated to creating a sustainable future through the power of car sharing. Whether you need a car for a road trip, weekend getaway, or daily commute, Rhodaa has a vehicle for every occasion.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.027,0.027,0.0
115,"All NEW – Fleet Complete Mobile Fleet Tracking ApplicationManage your fleet On-The-Go with Fleet Complete Mobile. As an extension to our new Fleet Complete Web based application locating, searching Assets and Points of Interest has never been easier.Access your fleet information, view real time status information right from your mobile device.WHAT'S NEW- New design with a focus on ease of use- Optimized for your mobile device- View and search all of your Assets and POI- Automatic clustering of Assets and POI make navigating easier- Multi Language Support;","English, French, and Spanish",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
116,Relax and find peace as you complete joyful artworks by pushing diamonds onto a canvas in this cool color pop by number game.Simply follow the numbers and paint as quickly or slowly as you like - thrill to the satisfying ‘click’ with the color pop as the diamond finds its place.,"Watch your masterpiece sparkle with each color you complete.A soothing, zen experience that is sure to leave you happy and mindful.To opt out of CrazyLabs sales of personal information as a California resident, please visit our Privacy Policy: https://crazylabs.com/app",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0227,0.0227,0.0
117,"Merit partners with verified organizations to keep all of your valuable personal and professional achievements (known as merits) in one place. With Merit, your credentials are now represented by digital records that are authenticated, scannable, shareable, and free.KEY FEATURES*Accept New Merits -- Receive and accept credentials (in the form of digital merits) from Merit-verified organizations. Every new Merit you receive will appear in your pending tab. Accept them in the App to add them to your profile.*Manage Merits -- Ensure that you have only the credentials that are valuable to you with the ability to accept and decline merits.*Protect Privacy -- Control access to your private data by determining which organizations and apps can access your merits.*Enjoy for Free -- The Merit app is free for merit recipients to download and use!Please note: Merit is only for members.","If you need help accessing your Merit profile, please email us at help@merits.com.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
118,"SIKHEKEBA is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details.","It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
119,This application provides many features of the EnterpriseOne client.,It is targeting to mobile sellers.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
120,"Movie Diary is the most complete and Simple app for anyone who’s looking for a quick opinion about a movie.Movie Diary lets you find movies, ratings, reviews, Trailers and more available IMDB and TheMovieDB.Features:- Simple to use!- Notifications - Get weekly notifications for movies","on your watchlist.- Check in to movies you're watching- Trending Movies, Newest, Favourites, Coming Soon - Realtime Search Movies- Movie Details (synopsis, director, cast, critic consensus, etc.)- Top Critic Reviews- Youtube Trailers- Material design!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
121,"Tagalog Movies consists of latest movies with Philippine new movies and dubbed Filipino movies 2019 and 2020.---Disclaimer---In this Application, all the Videos and Content is taken from","Internet and if you have any objection against any video you can contact us, we will remove that particular content from our application. Thank You!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
122,"The ForChildren app connects you to all the free resources, lessons, and discussions on the forchildren.com websites. Download and use your favorite holistic child development materials wherever you go, even offline.",. Presented by Compassion International.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
123,1. Support Android 7.0 or above to view AP200C vehicle coverage list.2. Access from this APP will redirect to the Autel MaxiAP200 for AP200C vehicle diagnosis.3.,"Display AP200C service vehicle download status, such as downloaded or unzipped.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
124,"Let us learn to make slime with simple and easy steps. Go to the supermarket and purchase all necessary items to make super satisfying Slime to release your stress and play with slime on your device. Release your stress, stretch slime and squish it. Poking and stretching slime is my favorite activity. The poking slime is a very satisfying game. Key Features : Play and make your simulated slime on your phone.Poke and stretch slime and stretch it.",it. Kids don’t eat slime and don’t make when alone make when your parents are present at the spot. Because making slime is ok but don’t eat slime because slime is not edibleFollow Our Pinterest Board : https://pin.it/16pYReFOur Youtube Video: https://youtu.be/LwQmQ_mzQkE,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
125,"Founded in 2018 by Vishnu Kant Tiwari, Street Hawks is going to be one of the India's largest ride-sharing companies. Street Hawks integrates city transportation for customers and driver-partners onto a mobile technology platform ensuring convenient, transparent, and quick service fulfillment.","Street Hawks is focused on leveraging the best of technology and building innovative solutions ground-up, that are relevant at global scale.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
126,Only cut and cut? Of course not!Now you can move around and feed some adorable animals! They will bring you great rewards!In this most satisfying lawn,"mowing game, your main goal is to mow the grass and run a big ranch.Take your lawn mower for a ride and find the mysteries under the lawn.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
127,"Lucky Winner - Earn MoneyHere You Scratch and Spin And Collect Unlimited Coins, Coins Conver Into Money.Here you earn money and getwithdraw on Daily Basis.You can withdraw through 3 option.You can transfer your coins to money and Pubg uc.- Spin the wheel and collects Coins- Scratch the Coupon and collect more coins- Use Daily Check in Option and get Extra Coins- View websites and collect more coins.- Redeem coins and get money and Pubg uc.If you are looking for real earning app then you can install this app Lucky Winner - Earn Money and open your luck and win chance.In This App we use : 1.",OneSignal account2. Firebase3. Facebook ads4. Ad-Mob adsIn this app we collect your data:1 User name2 Email id3 phone number You can contact us on this email address if you face any kind of issue: luckywincash377@gmail.com.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
128,"Everything you need to support schools, clubs, athletes and teams. Find scores,","schedules, highlights, livestreams, tickets and more—all in one place.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
