name,type,star_rating,comment_count,az_metadata_date,description_html,description_short,package_name,highest_version_string,highest_version_code,description_short_length,description_html_length,star_range,description_html_clean,ROUGE-1_short_vs_html,ROUGE-2_short_vs_html,ROUGE-L_short_vs_html,cosine_short_vs_html,bart-base_pred
com.akiraplc.smartschoolerppro,{},2.0,5,2024-08-28 16:14:16.911040,"Are you in search of a user-friendly school app that digitises the daily school operations? Look no further! <br>Smart School is a cloud based online campus management software that provides latest features to foster seamless communication between student-teacher-parent, enhances learning experiences, keeps you well informed with the school&#39;s academic activities, allows quick access to student profiles, class attendance, timetable, student leave request, assignments, timelines, exams, and lesson planners.","Easy way to monitor daily activities of Smart School students fees, exam results",com.akiraplc.smartschoolerppro,3.3.3,43,80,514,1-2,"Are you in search of a user-friendly school app that digitises the daily school operations? Look no further! Smart School is a cloud based online campus management software that provides latest features to foster seamless communication between student-teacher-parent, enhances learning experiences, keeps you well informed with the school's academic activities, allows quick access to student profiles, class attendance, timetable, student leave request, assignments, timelines, exams, and lesson planners.",0.188235294117647,0.0240963855421686,0.1176470588235294,0.6688895,"Are you in search of a user-friendly school app that digitises the daily school operations? Look no further! Smart School is a cloud based online campus management software that provides latest features to foster seamless communication between student-teacher-parent, enhances learning experiences, keeps you well informed with the school's academic"
com.audionowdigital.player.zipfm1,{},4.5263157,13,2024-05-10 10:24:42.641763,"Zip 103 FM, your high energy station. Jamaica&#39;s hottest urban radio station.","Zip 103 FM, your high energy station",com.audionowdigital.player.zipfm1,4.7.8,2024021201,36,80,4-5,"Zip 103 FM, your high energy station. Jamaica's hottest urban radio station.",0.7000000000000001,0.6666666666666666,0.7000000000000001,0.79469126,"Zip 103 FM, your high energy station. Jamaica's hottest urban radio station."
princess.coloring.book.gameo2,GAME,4.8333335,1,2024-12-27 11:15:33.774457,"Princess Coloring Book is a  Coloring Pages Game. The user can use his fingers or light pen to color on the tactile screen of his tablet or smart-phone. has a wide gallery where there can be chosen a great quantity of images to color.<br><br>Princess Coloring Book can be one of the best educational games for the user so simultaneously that they draw amuse themselves.<br><br>Features :<br>- A simple palette of colors to choose the suitable color.<br>- To safe the drawing in the phone.<br>- Always you will be able to erase any color that you do not like.<br><br>DISCLAIMER<br>All images used in this app are believed to be in public domain.<br>If you own rights to any of the images, and do not wish them to appear here, please contact us and they will be removed it from the application.",The Princess Coloring Book is a Coloring Pages Game.,princess.coloring.book.gameo2,7.8.5,83,52,792,4-5,"Princess Coloring Book is a  Coloring Pages Game. The user can use his fingers or light pen to color on the tactile screen of his tablet or smart-phone. has a wide gallery where there can be chosen a great quantity of images to color.Princess Coloring Book can be one of the best educational games for the user so simultaneously that they draw amuse themselves.Features :- A simple palette of colors to choose the suitable color.- To safe the drawing in the phone.- Always you will be able to erase any color that you do not like.DISCLAIMERAll images used in this app are believed to be in public domain.If you own rights to any of the images, and do not wish them to appear here, please contact us and they will be removed it from the application.",0.1208053691275167,0.0952380952380952,0.1073825503355704,0.7408658,Princess Coloring Book is a  Coloring Pages Game. has a wide gallery where there can be chosen a great quantity of images to color. The user can use his fingers or light pen to color on the tactile screen of his tablet or smart-phone.Features :- A simple palette of colors to
com.subsplash.thechurchapp.s_FTJWGF,{},5.0,4,2025-05-27 19:54:40.016712,"Welcome to CLC Church App! We exist to help people know God, find freedom, and discover their purpose, so they can make a difference. Whether you are part of our local campus or you are a part of our online family, we believe this App will help you move your life forward by providing the resources you need, right at your finger tips. <br><br>Stay connected through weekly messages from Pastor James Green, guest speakers and our team. You&#39;ll also discover ways to get connected at CLC Church : Life Groups, Connect Sunday, Baptism, Child Dedications, events and more.  You can also, submit a prayer request, connect with our church and give online....it&#39;s just a click away. Then you can share what inspires you with your friends and family!!!<br><br>Follow us on Facebook, Instagram and Youtube. <br><br>Visit our website at www.clcspring.org<br><br><br>Copyright:<br>App: © 2014 Subsplash, Content: © 2014 Champion Life Centre","Welcome to the official Champion Life Church of Spring, TX Church App",com.subsplash.thechurchapp.s_FTJWGF,6.14.1,2482,69,938,4-5,"Welcome to CLC Church App! We exist to help people know God, find freedom, and discover their purpose, so they can make a difference. Whether you are part of our local campus or you are a part of our online family, we believe this App will help you move your life forward by providing the resources you need, right at your finger tips. Stay connected through weekly messages from Pastor James Green, guest speakers and our team. You'll also discover ways to get connected at CLC Church : Life Groups, Connect Sunday, Baptism, Child Dedications, events and more.  You can also, submit a prayer request, connect with our church and give online....it's just a click away. Then you can share what inspires you with your friends and family!!!Follow us on Facebook, Instagram and Youtube. Visit our website at www.clcspring.orgCopyright:App: © 2014 Subsplash, Content: © 2014 Champion Life Centre",0.1097560975609756,0.037037037037037,0.073170731707317,0.5327313,"Welcome to CLC Church App! We exist to help people know God, find freedom, and discover their purpose, so they can make a difference. Whether you are part of our local campus or you are a member of our online family, we believe this App will help you move your life forward by providing the"
io.daibau.pro,{},4.365854,19,2024-09-03 15:25:20.737556,"DaiBau PRO is used by professional contractors and architects to manage new client leads and projects, call or message clients and post successful finished projects to their profile in the DaiBau network.",DaiBau PRO is used by professional contractors and architects,io.daibau.pro,2.0.2,144,61,204,4-5,"DaiBau PRO is used by professional contractors and architects to manage new client leads and projects, call or message clients and post successful finished projects to their profile in the DaiBau network.",0.4390243902439024,0.4102564102564102,0.4390243902439024,0.9042368,"DaiBau PRO is used by professional contractors and architects to manage new client leads and projects, call or message clients and post successful finished projects to their profile in the DaiBau network."
com.fnoex.fan.providencefriars,{},3.2857144,2,2023-12-15 09:44:20.124280,"The Official Providence Friars Gameday application is your home for Providence Athletics!  Whether you’re on campus or on the go, this app is a must-have for ALL Friar fans.<br> <br>Features of Providence Friars Gameday Include:<br>++ Scores &amp; Stats<br>+ Live Game Audio<br>++ Notifications &amp; Score Alerts<br>+ Newsfeed<br>+ Fan Guide<br>++ Rosters, Bios, Stats<br>+ Special Offers<br>++ Ticketing<br>+ Purchase Friar Gear<br> <br>The Providence Friars Gameday app requests the use of location services to provide attendees with location-based messaging on gameday. Additionally, this app uses notifications to keep you informed of events and offers from Providence Athletics. You can manage your settings and opt-out of these features at any time.",Providence Friars Gameday: the official mobile app for Friar Athletics.,com.fnoex.fan.providencefriars,172.10.4,20001850,71,756,3-4,"The Official Providence Friars Gameday application is your home for Providence Athletics!  Whether you’re on campus or on the go, this app is a must-have for ALL Friar fans. Features of Providence Friars Gameday Include:++ Scores & Stats+ Live Game Audio++ Notifications & Score Alerts+ Newsfeed+ Fan Guide++ Rosters, Bios, Stats+ Special Offers++ Ticketing+ Purchase Friar Gear The Providence Friars Gameday app requests the use of location services to provide attendees with location-based messaging on gameday. Additionally, this app uses notifications to keep you informed of events and offers from Providence Athletics. You can manage your settings and opt-out of these features at any time.",0.1538461538461538,0.0521739130434782,0.1367521367521367,0.81280786,"The Official Providence Friars Gameday application is your home for Providence Athletics!  Whether you’re on campus or on the go, this app is a must-have for ALL Friar fans. Features of Providence Gamedays include:++ Scores & Stats+ Live Game Audio++ Notifications &"
com.centuryproclub.se.app,{},4.276923,19,2023-09-30 17:22:14.606491,"CenturyProClub SE App is used by the program managers and customer support staff to speed up the customer verification and activation process, the app works on tablets and mobile phones in landscape mode and requires active internet connection to perform any transactions.<br>Please login with your user name and password as provided by the backend team or contact the administrator of the program.",CenturyProClub SE App powers the backend users to seamlessly manage the program.,com.centuryproclub.se.app,3.9,29,80,398,4-5,"CenturyProClub SE App is used by the program managers and customer support staff to speed up the customer verification and activation process, the app works on tablets and mobile phones in landscape mode and requires active internet connection to perform any transactions.Please login with your user name and password as provided by the backend team or contact the administrator of the program.",0.2666666666666666,0.1095890410958904,0.1866666666666666,0.71941435,"CenturyProClub SE App is used by the program managers and customer support staff to speed up the customer verification and activation process, the app works on tablets and mobile phones in landscape mode and requires active internet connection to perform any transactions.Please login with your user name and password as provided by the backend team or"
com.tony.molink.tonseecamview,{},2.6875,24,2022-05-27 23:11:11.517686,"DEPSTECH application software, is based on the WIFI wireless image transmission assistant application, real-time display WIFI device lens capture image<br>Function:<br>1 camera, video, playback<br>2 set WIFI device parameters<br>3 applied to the endoscopic industry",DEPSTECH is the endoscopic image transmission software,com.tony.molink.tonseecamview,v3.5.0,108,54,265,2-3,"DEPSTECH application software, is based on the WIFI wireless image transmission assistant application, real-time display WIFI device lens capture imageFunction:1 camera, video, playback2 set WIFI device parameters3 applied to the endoscopic industry",0.3414634146341463,0.1025641025641025,0.2439024390243902,0.75590503,"DEPSTECH application software, is based on the WIFI wireless image transmission assistant application, real-time display WIFIF device lens capture imageFunction:1 camera, video, playback2 set WIFi device parameters3 applied to the endoscopic industry"
com.argonremote.launchonboot,{},3.1724138,17,2025-05-16 03:27:07.831650,<b>TUTORIALS</b><br>https://youtube.com/playlist?list=PLUskUU-NvGqjXl4yDvHkQj9ssV1BMySMm<br><br><b>TROUBLESHOOTING</b><br>https://julietapp.blogspot.com/p/troubleshooting-general.html<br><br>This app allows you to manage a list of apps to open automatically at startup (when you turn on or restart your smartphone).<br><br><b>NOTES</b><br>• The apps will not be opened immediately but when the system is ready<br>• The selected apps will be opened automatically and brought to the foreground<br><br><b>FEATURES AND BENEFITS</b><br>• No root<br>• Ability to open multiple apps<br>• Ability to set app startup order<br>• Startup app manager<br>• Easy to use,Manage a list of apps to open automatically at startup,com.argonremote.launchonboot,2.10,41,54,655,3-4,TUTORIALShttps://youtube.com/playlist?list=PLUskUU-NvGqjXl4yDvHkQj9ssV1BMySMmTROUBLESHOOTINGhttps://julietapp.blogspot.com/p/troubleshooting-general.htmlThis app allows you to manage a list of apps to open automatically at startup (when you turn on or restart your smartphone).NOTES• The apps will not be opened immediately but when the system is ready• The selected apps will be opened automatically and brought to the foregroundFEATURES AND BENEFITS• No root• Ability to open multiple apps• Ability to set app startup order• Startup app manager• Easy to use,0.2150537634408602,0.1978021978021978,0.2150537634408602,0.7643587,TUTORIALShttps://youtube.com/playlist?list=PLUskUU-NvGqjXl4yDvHkQj9ssV1BMySMmTROUBLESHOOTINGhttps://julietapp.blogspot.com
com.askymobileapp.askyairlines,{},4.18,75,2025-02-11 00:04:05.549748,"Refined Travel Experience!<br><br>Book flights, manage bookings, and check-in with ASKY Airlines mobile app.<br><br>BOOKING<br><br>Search and book your flight with simplified booking process, that allows to select flights, pay online, and get your tickets. <br><br>MY TRIPS<br>Manage your booking, modify your flight details, change your seat, meal preferences conveniently using ASKY Mobile App. <br><br>CHECK-IN <br><br>Check in through the mobile app, choose your seat, and get your boarding pass. <br><br>LANGUAGE <br>The app is available in English and French",Welcome to ASKY Airlines Mobile App.,com.askymobileapp.askyairlines,2.3.2,32,36,564,4-5,"Refined Travel Experience!Book flights, manage bookings, and check-in with ASKY Airlines mobile app.BOOKINGSearch and book your flight with simplified booking process, that allows to select flights, pay online, and get your tickets. MY TRIPSManage your booking, modify your flight details, change your seat, meal preferences conveniently using ASKY Mobile App. CHECK-IN Check in through the mobile app, choose your seat, and get your boarding pass. LANGUAGE The app is available in English and French",0.119047619047619,0.073170731707317,0.0952380952380952,0.78697294,"Refined Travel Experience!Book flights, manage bookings, and check-in with ASKY Airlines mobile app.BOOKINGSearch and book your flight with simplified booking process, that allows to select flights, pay online, and get your tickets. MY TRIPSManage your booking, modify your flight details,"
np.com.pacificregmi.doctorathome.remedies.treatment,{},4.48,164,2020-06-28 19:44:50.210416,"Doctor At Home is the best android app for quick, safe, and effective treatment of more than 110 diseases naturally. Using this app you can not only cure diseases at home but also get the information of different diseases like symptoms and causes. Learn to use natural herbs as medicine alternatives.<br><br>Home treatment and natural cure for stomach, hair, skin, respiratory, circulatory, head, jaw and teeth, bone/joint, eye, and many other diseases.<br><br><b>Features:</b><br>☞ Home Treatment (Natural Cure) for more than 110 ailments<br>☞ Quick search treatment/diseases<br>☞ Diseases by categories<br>☞ Add to favorite<br>☞ Suggest diseases for natural treatment<br>☞ Share treatment to your friends and family<br>☞ Offline<br><br>Home doctor means you are yourself a doctor, we guide you how to recover from diseases with natural remedies. Following are the some remedies available in this app.<br><br>☞ Home remedies for cough<br>☞ Home remedies for constipation<br>☞ Home remedies for sore throat<br>☞ Home remedies for pain<br>☞ Dandruff home remedies<br>☞ Stomach ulcer treatment at home<br>☞ Home remedies for diarrhea<br>☞ Ringworm home treatment<br>☞ And more",Cure 100 plus diseases at your home using Doctor At Home android app.,np.com.pacificregmi.doctorathome.remedies.treatment,2.0.4,20004000,69,1174,4-5,"Doctor At Home is the best android app for quick, safe, and effective treatment of more than 110 diseases naturally. Using this app you can not only cure diseases at home but also get the information of different diseases like symptoms and causes. Learn to use natural herbs as medicine alternatives.Home treatment and natural cure for stomach, hair, skin, respiratory, circulatory, head, jaw and teeth, bone/joint, eye, and many other diseases.Features: Home Treatment (Natural Cure) for more than 110 ailments Quick search treatment/diseases Diseases by categories Add to favorite Suggest diseases for natural treatment Share treatment to your friends and family OfflineHome doctor means you are yourself a doctor, we guide you how to recover from diseases with natural remedies. Following are the some remedies available in this app. Home remedies for cough Home remedies for constipation Home remedies for sore throat Home remedies for pain Dandruff home remedies Stomach ulcer treatment at home Home remedies for diarrhea Ringworm home treatment And more",0.1222222222222222,0.0449438202247191,0.0888888888888888,0.7511655,"Doctor At Home is the best android app for quick, safe, and effective treatment of more than 110 diseases naturally. Using this app you can not only cure diseases at home but also get the information of different diseases like symptoms and causes.Home treatment and natural cure for stomach, hair, skin, respiratory, circ"
animafoundation.in.start,{},4.92,22,2022-04-16 17:52:25.077828,"Anima Foundation an Organization working for development of skill  and empowerment of rural area of Bengal as well as India. Registered Under Govt of India , MSME and Govt of West Bengal.<br><br>Anima Foundation working for Development of Education , Digital Education , Education System , Online Assessment , EDP Training , Online Training , Website and Mobile App Development etc.<br><br>We provide support to rural area training institute to update there Class Room Management , Content , Online Assessment and Training support.<br><br>We also working in Govt Skill Project . <br><br>We help Startup in different way.<br><br>We also provide counselling and staffing solution service , try to provide job to our students.<br><br>When a person skilled and employable and begins earning, the journey of empowerment continues beyond the present generation.<br><br>Our Website - animafoundation.in",Anima Foundation an Organization working for development of Skill Development.,animafoundation.in.start,62,62,78,895,4-5,"Anima Foundation an Organization working for development of skill  and empowerment of rural area of Bengal as well as India. Registered Under Govt of India , MSME and Govt of West Bengal.Anima Foundation working for Development of Education , Digital Education , Education System , Online Assessment , EDP Training , Online Training , Website and Mobile App Development etc.We provide support to rural area training institute to update there Class Room Management , Content , Online Assessment and Training support.We also working in Govt Skill Project . We help Startup in different way.We also provide counselling and staffing solution service , try to provide job to our students.When a person skilled and employable and begins earning, the journey of empowerment continues beyond the present generation.Our Website - animafoundation.in",0.1492537313432836,0.1212121212121212,0.1492537313432836,0.742797,"Anima Foundation an Organization working for development of skill  and empowerment of rural area of Bengal as well as India.When a person skilled and employable and begins earning, the journey of empowerment continues beyond the present generation.We provide support to rural area training institute to update there Class Room Management, Content, Online"
com.mfy.global,GAME,4.0,14,2024-04-21 01:05:36.352934,"Welcome to the thrilling world of clash and balls!<br>See the ball coming? Just hit it back to defeat your opponents. That&#39;s your daily dose of fun in Clash Guys!<br><br>HIT AND WIN - Be the last one standing with the ball. With each hit, the ball speeds up. Knock out everyone and dominate the game!<br><br>PARTY TIME - Share unforgettable fun moments with family and friends! Revel in the excitement of multiplayer battles!<br><br>UNLOCK, UPGRADE, UNLEASH - Progress and power up! Discover a plethora of unique abilities and turn the tide in a blink.<br><br>CUSTOMIZE YOUR OWN CLASH GUYS - Personalize your appearance, weapons, gestures, and even emotes with a variety of options!<br><br>Guys, what are you waiting for? Join Clash Guys now, indulge in the fun of multiplayer battles, knock out everyone, and emerge as the ultimate survivor!<br><br>Got questions? Contact us at contact_clashguys@centurygame.com<br>Join our community and connect with other players!<br>Discord: https://discord.gg/AzCU4zGF6p<br>Facebook: https://www.facebook.com/profile.php?id=61552674067534<br>TikTok: https://www.tiktok.com/@clashguysgame?lang=en<br>YouTube: https://www.youtube.com/channel/UC6AOLXB0w1pNC4ZE-MYAeWw",Join friends in Clash Guys for thrilling battles & multiplayer fun!,com.mfy.global,1.3.7114446,330,67,1206,3-4,"Welcome to the thrilling world of clash and balls!See the ball coming? Just hit it back to defeat your opponents. That's your daily dose of fun in Clash Guys!HIT AND WIN - Be the last one standing with the ball. With each hit, the ball speeds up. Knock out everyone and dominate the game!PARTY TIME - Share unforgettable fun moments with family and friends! Revel in the excitement of multiplayer battles!UNLOCK, UPGRADE, UNLEASH - Progress and power up! Discover a plethora of unique abilities and turn the tide in a blink.CUSTOMIZE YOUR OWN CLASH GUYS - Personalize your appearance, weapons, gestures, and even emotes with a variety of options!Guys, what are you waiting for? Join Clash Guys now, indulge in the fun of multiplayer battles, knock out everyone, and emerge as the ultimate survivor!Got questions? Contact us at contact_clashguys@centurygame.comJoin our community and connect with other players!Discord: https://discord.gg/AzCU4zGF6pFacebook: https://www.facebook.com/profile.php?id=61552674067534TikTok: https://www.tiktok.com/@clashguysgame?lang=enYouTube: https://www.youtube.com/channel/UC6AOLXB0w1pNC4ZE-MYAeWw",0.1052631578947368,0.0212765957446808,0.0631578947368421,0.72627246,"Welcome to the thrilling world of clash and balls!See the ball coming? Just hit it back to defeat your opponents. With each hit, the ball speeds up. That's your daily dose of fun in Clash Guys!HIT AND WIN - Be the last one standing with the ball. Knock out everyone and"
com.blackbullsport.blackbullapp,{},3.631579,12,2023-12-10 02:09:33.112111,Matches are updated every day by the expert team.<br>Our predictions serve as Football.<br>Now you can enjoy and have fun with sports betting without any risk!,We share your sport tips with our expert teams.,com.blackbullsport.blackbullapp,1.0.0,18,47,159,3-4,Matches are updated every day by the expert team.Our predictions serve as Football.Now you can enjoy and have fun with sports betting without any risk!,0.2777777777777778,0.0588235294117647,0.1111111111111111,0.44479108,Our predictions serve as Football.Matches are updated every day by the expert team.Now you can enjoy and have fun with sports betting without any risk!
org.inaturalist.android,{},4.5789475,11,2025-03-06 12:29:28.735466,"One of the world&#39;s most popular nature apps, iNaturalist helps you identify the plants and animals around you. Get connected with a community of over 400,000 scientists and naturalists who can help you learn more about nature! What&#39;s more, by recording and sharing your observations, you&#39;ll create research quality data for scientists working to better understand and protect nature. iNaturalist is a joint initiative by the California Academy of Sciences and the National Geographic Society.<br><br>KEY FEATURES<br>• Discover species new to you both near and far<br>• Record your own observations and share them with the community<br>• Receive suggestions and crowdsourced identifications of what you&#39;ve seen <br>• Discuss and help others identify what they&#39;ve seen<br>• Follow projects comprised of smaller communities and fellow citizen scientists passionate about a particular place and/or species<br><br>For more info, check out http://www.inaturalist.org",Observe and identify plants and animals with your friends,org.inaturalist.android,1.36.8,628,57,980,4-5,"One of the world's most popular nature apps, iNaturalist helps you identify the plants and animals around you. Get connected with a community of over 400,000 scientists and naturalists who can help you learn more about nature! What's more, by recording and sharing your observations, you'll create research quality data for scientists working to better understand and protect nature. iNaturalist is a joint initiative by the California Academy of Sciences and the National Geographic Society.KEY FEATURES• Discover species new to you both near and far• Record your own observations and share them with the community• Receive suggestions and crowdsourced identifications of what you've seen • Discuss and help others identify what they've seen• Follow projects comprised of smaller communities and fellow citizen scientists passionate about a particular place and/or speciesFor more info, check out http://www.inaturalist.org",0.1038961038961038,0.0394736842105263,0.0779220779220779,0.6111032,"One of the world's most popular nature apps, iNaturalist helps you identify the plants and animals around you. Get connected with a community of over 400,000 scientists and naturalists who can help you learn more about nature! What's more, by recording and sharing your observations, you'll create research quality"
com.melp.app,{},3.75,24,2025-03-27 12:00:12.558454,"MELP all-in-one Employee App is a tool for personalized engagement, communication, flexible benefits management &amp; beyond.<br><br>With the ability to individually choose benefits from an international marketplace and features like a Recognition system or Feedback Inbox, it is a must-have for modern employers striving for improved retention through personalized employee experience.",Next-level personalised employee benefits and engagement at your fingertips.,com.melp.app,7.0.1,438,76,386,3-4,"MELP all-in-one Employee App is a tool for personalized engagement, communication, flexible benefits management & beyond.With the ability to individually choose benefits from an international marketplace and features like a Recognition system or Feedback Inbox, it is a must-have for modern employers striving for improved retention through personalized employee experience.",0.1269841269841269,0.0,0.0952380952380952,0.4856434,"MELP all-in-one Employee App is a tool for personalized engagement, communication, flexible benefits management & beyond.With the ability to individually choose benefits from an international marketplace and features like a Recognition system or Feedback Inbox, it is a must-have for modern employers striving for improved retention through"
com.ganiwebtechnos.telugu_live_tv,{},4.7894735,14,2021-01-25 10:46:12.607937,"Telugu Live Channels app a free opensource for watching Free Live TV Channels. Watch your favorite Telugu live news, sports, music, full movies and  all videos instantly on your Android mobile. Watch any live channel form Live to 14 Hours play back by backward scrolling. Don&#39;t miss any TV programs.","Watch your favorite Telugu HD TV Channels of LIVE News, Music & Full Movies...",com.ganiwebtechnos.telugu_live_tv,1.6,6,78,303,4-5,"Telugu Live Channels app a free opensource for watching Free Live TV Channels. Watch your favorite Telugu live news, sports, music, full movies and  all videos instantly on your Android mobile. Watch any live channel form Live to 14 Hours play back by backward scrolling. Don't miss any TV programs.",0.34375,0.2258064516129032,0.28125,0.7806548,"Telugu Live Channels app a free opensource for watching Free Live TV Channels. Watch your favorite Telugu live news, sports, music, full movies and all videos instantly on your Android mobile. Watch any live channel form Live to 14 Hours play back by backward scrolling. Don't miss any TV programs"
com.speedetab.equatorcoffees.user,{},4.64,34,2023-03-17 02:50:08.181828,"In a hurry? Order ahead and skip the line with our new mobile app.<br><br>Simply select your cafe, customize your drink and meet us at the designated pick-up area. You’ll be enjoying your coffee in no time!",In a hurry? Order ahead and skip the line with our new mobile app.,com.speedetab.equatorcoffees.user,12.0.1,120001,66,206,4-5,"In a hurry? Order ahead and skip the line with our new mobile app.Simply select your cafe, customize your drink and meet us at the designated pick-up area. You’ll be enjoying your coffee in no time!",0.5283018867924528,0.5098039215686275,0.5283018867924528,0.5481201,"In a hurry? Order ahead and skip the line with our new mobile app.Simply select your cafe, customize your drink and meet us at the designated pick-up area. You’ll be enjoying your coffee in no time!"
com.ARtStudio.BavARt,{},4.1875,10,2025-05-18 21:26:32.634201,"BavAR[t] is an augmented reality platform dedicated to art and culture. BavAR[t] offers a map of augmented reality experiences to be experienced near you. For each creation viewed, the player collects virtual artworks. This allows the player to collect points exchangeable for vouchers for cultural products, such as tickets to a museum or a concert.",BavAR[t] a game for art and culture! View artworks in augmented reality near you,com.ARtStudio.BavARt,53,53,80,350,4-5,"BavAR[t] is an augmented reality platform dedicated to art and culture. BavAR[t] offers a map of augmented reality experiences to be experienced near you. For each creation viewed, the player collects virtual artworks. This allows the player to collect points exchangeable for vouchers for cultural products, such as tickets to a museum or a concert.",0.3611111111111111,0.1428571428571428,0.25,0.8339989,"BavAR[t] is an augmented reality platform dedicated to art and culture. For each creation viewed, the player collects virtual artworks. This allows the player to collect points exchangeable for vouchers for cultural products, such as tickets to a museum or a concert. The platform is free to use. Bav"
com.koombea.valuetainment,{},4.7524753,172,2025-06-02 16:24:56.274511,"Minnect enables you to connect one on one with experts and celebrities across a range of different categories. Whether you are looking to solve a specific problem, get advice, or get inspired, Minnect puts the knowledge, experience and insights of others right at your fingertips.<br><br>You can engage with experts in 3 simple ways<br>1. Ask a question and get a text and audio response<br>2. Ask a question and get a video response with additional text<br>3. Engage directly in a one-on-one video<br><br>Pay by the question or minute - connect and get your answers.",Connect with experts to get questions answered: through chat or video call.,com.koombea.valuetainment,v.2.8.6,167,75,567,4-5,"Minnect enables you to connect one on one with experts and celebrities across a range of different categories. Whether you are looking to solve a specific problem, get advice, or get inspired, Minnect puts the knowledge, experience and insights of others right at your fingertips.You can engage with experts in 3 simple ways1. Ask a question and get a text and audio response2. Ask a question and get a video response with additional text3. Engage directly in a one-on-one videoPay by the question or minute - connect and get your answers.",0.1714285714285714,0.0194174757281553,0.1333333333333333,0.53074694,"Minnect enables you to connect one on one with experts and celebrities across a range of different categories. Whether you are looking to solve a specific problem, get advice, or get inspired, Minnect puts the knowledge, experience and insights of others right at your fingertips.You can engage with experts in 3 simple ways"
com.Train.Jam,GAME,3.7333333,0,2024-04-18 21:47:26.810439,"Train Jam: Colorful Conductor<br><br>Embark on a thrilling railway adventure with &quot;Train Jam,&quot; a captivating mobile game that challenges you to master the art of matching wagons and assembling vibrant trains. Strategize your moves, earn rewards, and unlock an array of unique locomotives and wagons in this engaging puzzle game.<br><br>Features:<br><br>🚂 Wagon Matching Madness: Put your matching skills to the test as you link wagons of the same color to complete trains. With each successful connection, you&#39;ll inch closer to conquering the level.<br><br>💰 Strategic Earnings: Progress through levels and amass a fortune. Use your hard-earned cash to expand your collection with a variety of distinctive trains and wagons, each bringing its own flair to your railway empire.<br><br>🌈 Vibrant Train Variety: Customize your train collection with an assortment of locomotives and wagons, each boasting unique designs.<br><br>🚆 Challenging Levels: Navigate through an array of dynamic and increasingly complex puzzles. Each level presents a fresh challenge, pushing your matching skills to new heights and keeping you engaged for hours on end.<br><br>Why &quot;Train Jam&quot; Will Keep You Hooked:<br><br>&quot;Train Jam&quot; combines strategic thinking with colorful matching for a truly addictive experience. As you progress, your collection of trains and wagons will evolve, providing endless opportunities for creative gameplay and stunning visuals.<br><br>Download now and dive into a world where train matching meets strategic thinking. Unleash your inner conductor, conquer challenging levels, and build a dazzling fleet of customized trains. Are you ready to ride the rails and become the ultimate railway tycoon? All aboard!",Put your matching skills to the test as you link wagons of the same color),com.Train.Jam,1.0.16,17,74,1747,3-4,"Train Jam: Colorful ConductorEmbark on a thrilling railway adventure with ""Train Jam,"" a captivating mobile game that challenges you to master the art of matching wagons and assembling vibrant trains. Strategize your moves, earn rewards, and unlock an array of unique locomotives and wagons in this engaging puzzle game.Features: Wagon Matching Madness: Put your matching skills to the test as you link wagons of the same color to complete trains. With each successful connection, you'll inch closer to conquering the level. Strategic Earnings: Progress through levels and amass a fortune. Use your hard-earned cash to expand your collection with a variety of distinctive trains and wagons, each bringing its own flair to your railway empire. Vibrant Train Variety: Customize your train collection with an assortment of locomotives and wagons, each boasting unique designs. Challenging Levels: Navigate through an array of dynamic and increasingly complex puzzles. Each level presents a fresh challenge, pushing your matching skills to new heights and keeping you engaged for hours on end.Why ""Train Jam"" Will Keep You Hooked:""Train Jam"" combines strategic thinking with colorful matching for a truly addictive experience. As you progress, your collection of trains and wagons will evolve, providing endless opportunities for creative gameplay and stunning visuals.Download now and dive into a world where train matching meets strategic thinking. Unleash your inner conductor, conquer challenging levels, and build a dazzling fleet of customized trains. Are you ready to ride the rails and become the ultimate railway tycoon? All aboard!",0.1123595505617977,0.1056603773584905,0.1123595505617977,0.53015757,"Train Jam: Colorful ConductorEmbark on a thrilling railway adventure with ""Train Jam,"" a captivating mobile game that challenges you to master the art of matching wagons and assembling vibrant trains. Strategize your moves, earn rewards, and unlock an array of unique locomotives and wagons in this"
com.apsemaappforandroid,{},3.2297297,49,2024-11-17 03:33:02.487942,"The Energy Monitoring and Analysis App allows APsystems microinverter system owners to track solar array performance in real time through their mobile device.<br><br>See system output by day, month, year and lifetime of the array, and calculate energy savings based on price per kilowatt hour.<br><br>The app also displays environmental savings in gallons of gasoline, trees and carbon emissions.<br><br>All data is displayed through an easy-to-use graphical interface.",Allows owners to track solar array performance in real time through their mobile,com.apsemaappforandroid,8.12.0,62,80,469,3-4,"The Energy Monitoring and Analysis App allows APsystems microinverter system owners to track solar array performance in real time through their mobile device.See system output by day, month, year and lifetime of the array, and calculate energy savings based on price per kilowatt hour.The app also displays environmental savings in gallons of gasoline, trees and carbon emissions.All data is displayed through an easy-to-use graphical interface.",0.3132530120481928,0.2716049382716049,0.3132530120481928,0.71472895,"The Energy Monitoring and Analysis App allows APsystems microinverter system owners to track solar array performance in real time through their mobile device.See system output by day, month, year and lifetime of the array, and calculate energy savings based on price per kilowatt hour.The app also displays environmental"
