description_html_clean,extracted_text,description_short,generated_about,rouge1_score,rouge2_score,rougeL_score
"Never be without your favorite radio station. B107.3 KBBK is proud to present our OFFICIAL radio app. Listen to us at work, home or on the road. Install our app and get instant access to our unique content, features and more!","B107.3 KBBK is proud to present our OFFICIAL radio app. Listen to us at work, home or on the road. Install our app and get instant access to our unique content, features and more!",B107.3 Lincoln's #1 Station. With Gina and Joe and the Best Variety music.,B107.3 KBBK OFFICIAL radio app,0.19047619047619044,0.10526315789473682,0.19047619047619044
"Racemap broadcasts your sports event real-time to the Internet and smartphones. For spectators, athletes and event organizers.Easy GPS Tracking for sports events with your smartphone - family, friends and fans keep track to your race from everywhere and the live stream shows an overview over the competition. After the sports event you can replay the race.","Racemap broadcasts your sports event real-time to the Internet and smartphones. For spectators, athletes, and event organizers, it offers easy GPS tracking for sports events with your smartphone, allowing family, friends, and fans to keep track of your race from anywhere. The live stream provides an overview of the competition, and after the sports event, you can replay the race.","Live Tracking of Sports Events, providing interactive Map for Spectators",Racemap: Real-time GPS tracking for sports events,0.4444444444444445,0.125,0.33333333333333326
"Ashab is a multi-person real-time group voice chat application. Here, we have users from all over the world who have created chat rooms with different topics. You can meet new like-minded friends here, chat with them, and enjoy the party!We have the following functions:You can conduct high-quality, stable voice chats over the Internet.-Online partyHere, we have various themed rooms for online parties, birthday parties, wedding parties, games, etc.-Gorgeous giftsWhile enjoying chatting with your friends, you can send them gifts. The exquisite effect comes with the gift. You can have a lot of fun~-One-on-one private chatYou can chat privately with your friends, send text messages, send pictures and voice messages.","Ashab is a multi-person real-time group voice chat application. Here, users from all over the world create chat rooms on various topics, allowing you to meet new like-minded friends, chat, and enjoy the party! 

Key features include high-quality, stable voice chats over the Internet, themed online party rooms for events like birthdays and weddings, the ability to send gorgeous gifts while chatting, and one-on-one private chats where you can send text messages, pictures, and voice messages.","Ashab & high-quality, stable voice chat via the Internet",Ashab: Multi-person real-time group voice chat application.,0.3333333333333333,0.125,0.3333333333333333
Do you want to change tv channel without physical tv remote controller? Now you can control tv decoders with your phone! This app supports almost every decoder on the market! You can steer them remotely using your phone! Scan for available tv decoders near and start using our tool! Now you can change tv channels and much more! Your phone works like a remote controller for tv decoder!,Do you want to change tv channel without physical tv remote controller? Now you can control tv decoders with your phone! This app supports almost every decoder on the market! You can steer them remotely using your phone! Scan for available tv decoders near and start using our tool! Now you can change tv channels and much more! Your phone works like a remote controller for tv decoder!,Change tv channels in tv decoder with your phone!,"""Control TV Decoders with Your Phone!""",0.6666666666666667,0.6153846153846154,0.6666666666666667
"«KS BANK Business» is a mobile application for smartphones, designed for legal entities and entrepreneurs, who have a checking account in JSC-IB ""KS BANK"" (PJSC).	Application features:	- creating and sending payment orders manually and from a template	- providing account balance information	- providing information about debit and credit bank statements	- sending a bank statement via email in 1C or Excel format	- creating and sending arbitrary documents to the bank	- providing information about the bank and services (departments or ATM addresses, exchange rates information)	Official web page:	www.ks-bank.ru	Technical Support:	clbsupport@ks-bank.ru	JSC-IB ""KS BANK"" (PJSC) General license №1752 of April 13, 1992","«KS BANK Business» is a mobile application for smartphones, designed for legal entities and entrepreneurs who have a checking account in JSC-IB ""KS BANK"" (PJSC). 

Application features include:
- Creating and sending payment orders manually and from a template
- Providing account balance information
- Providing information about debit and credit bank statements
- Sending a bank statement via email in 1C or Excel format
- Creating and sending arbitrary documents to the bank
- Providing information about the bank and services (departments or ATM addresses, exchange rates information)","KS BANK Business is application for legal entities and IE JSC-IB ""KS BANK"" PJSC",KS BANK Business: Mobile Banking for Legal Entities and Entrepreneurs,0.64,0.43478260869565216,0.56
"Itel launcher is faster and lighter.*Feed on Zero ScreenGet trending news and games*Smart Scene Discover hit songs intelligently and push regularly* More Interesting Functions Various wallpaper and themes.....to be continued.....If you have questions or suggestions, please share them with us!","Itel launcher is faster and lighter. It features a Zero Screen for trending news and games, a Smart Scene to discover hit songs intelligently, and various wallpaper and themes.",Itel Launcher is the best free launcher that empowers you more productive,"Itel launcher: Faster and lighter with trending news, smart song discovery, and customizable themes.",0.15384615384615383,0.08333333333333334,0.15384615384615383
"Welcome to the official Seeds for the Soul Daily Devotion application. We are very excited to provide this daily resource to assist you in your daily Bible study and prayer time.It is our prayer that the words of our daily devotion are a blessing to each reader. Our devotions are intended to encourage, strengthen, educate, and bless readers of all ages and backgrounds. What you will find in our application:- A new devotion every day of the week- A full King James Bible for Bible study convenience (Complete with Bible audio).- A place to learn more about us- A place to donate to this ministryAfter You've downloaded and enjoyed the content feel free to give us a positive review, as well as spread it via Twitter, Facebook, or email.The Seeds for the Soul Devotion App was created with the Subsplash App Platform.","Welcome to the official Seeds for the Soul Daily Devotion application. We are excited to provide this daily resource to assist you in your Bible study and prayer time. Our devotions are intended to encourage, strengthen, educate, and bless readers of all ages and backgrounds. 

What you will find in our application:
- A new devotion every day of the week
- A full King James Bible for Bible study convenience (Complete with Bible audio)
- A place to learn more about us
- A place to donate to this ministry",Welcome to the official Seeds for the Soul Daily Devotion App for .,Seeds for the Soul Daily Devotion: Your daily resource for Bible study and prayer.,0.5384615384615384,0.41666666666666663,0.5384615384615384
"Download the iRV Audio app to setup and enjoy your iRV Audio Series BT multizone speaker system. App Features:-          Connect up to 100 iRV Audio speakers in Party mode, with zero audio lag.-          Control volume for each zone, and broadcast from one speaker to another with ease.-          Global OFF command makes it easy to shut down for the night.-          Personalize your system, rename zones, and consult the owner’s manual built into the app.","Download the iRV Audio app to setup and enjoy your iRV Audio Series BT multizone speaker system. 

App Features:
- Connect up to 100 iRV Audio speakers in Party mode, with zero audio lag.
- Control volume for each zone, and broadcast from one speaker to another with ease.
- Global OFF command makes it easy to shut down for the night.
- Personalize your system, rename zones, and consult the owner’s manual built into the app.",Setup and enjoy your iRV Audio Series BT multizone speaker system.,iRV Audio: Control Your Multizone Speaker System Effortlessly,0.631578947368421,0.3529411764705882,0.5263157894736842
"NIGHT OUT (TIME TO STUDY) is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.","NIGHT OUT (TIME TO STUDY) is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports, and much more—a perfect on-the-go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features, greatly loved by students, parents, and tutors.",Connect with NIGHT OUT (TIME TO STUDY) in an efficient and transparent manner,NIGHT OUT (TIME TO STUDY): An efficient online platform for managing tutoring classes.,0.5384615384615384,0.4166666666666667,0.5384615384615384
"Bangla keyboard app will allows you to type Your message, Status, Tweet, E-mails etc. in Bangla language. we also gives you superb eye catching themes from Bangla Keyboard.Now enjoy each and every taps on your figures with colourful backgrounds & 100’s of emojis.Extra Features: -	Enable Keyboard.-	Superb Themes are there to decorate your keyboard. -	See preview of keyboard inside app. -	Set Sound on messaging. -	Find Emojis in Bangla Keyboard app and add in your text.","Bangla keyboard app allows you to type your messages, status, tweets, emails, etc. in the Bangla language. It features eye-catching themes, colorful backgrounds, and hundreds of emojis. Enjoy each tap with extra features such as keyboard enablement, theme decoration, keyboard preview, messaging sound, and emoji integration.","This app will allows you to type Your messages, Status, in Bangla language.","Bangla Keyboard App: Type in Bangla with themes, emojis, and extra features.",0.32,0.08695652173913043,0.32
The annex contains a description of the libraries.,The annex contains a description of the libraries.,Directory of libraries,Library Description App,0.3333333333333333,0.0,0.3333333333333333
"Trade with your mobile and tablet on the app based version of the Mexem Global Trading. You have access to the stock markets and your personal account at any given moment. Trade in stocks, options, structured products, futures, currencies and more.You can log in via this app when you are customer of MEXEM. Don’t have an account yet? Take our mobile platform for a test drive: no registration is required to log in and view unlimited delayed quotes.Our mobile trading platform features include:* Access to real-time streaming quotes and charts* BookTrader Trading Tool* Real-time Market Scanners* Real-time Alerts with email notification* Delayed market data for non-subscribed tickers and non-IB customers* Support for trading stocks, options, futures, futures options and forex worldwide* The ability to route orders using IB's SmartRouting℠ technology, which searches for the best price and dynamically routes and re-routes all or part of your order to achieve optimal execution* Quick access to trade reports, portfolio and account information* Secure login through IB's Secure Login System* Access to Daily IB Market Briefs* Free customer support- Scan and find new opportunities with the mobile scanner* Monitor your orders, portfolio and current positions in real-time","Trade with your mobile and tablet on the app-based version of Mexem Global Trading. You have access to the stock markets and your personal account at any given moment. Trade in stocks, options, structured products, futures, currencies, and more. You can log in via this app when you are a customer of MEXEM. Don’t have an account yet? Take our mobile platform for a test drive: no registration is required to log in and view unlimited delayed quotes.",Trade with your mobile on the app based version of the Mexem Global Trading.,"Mexem Global Trading: Trade stocks, options, futures, and more on-the-go.",0.4615384615384615,0.24999999999999994,0.23076923076923075
"Find your next car with the CARFAX – Shop New & Used app. Search millions of new and used cars for sale from more than 28,000 dealerships nationwide. Plus, every used car listed comes with a FREE CARFAX Vehicle History Report!Shop for SUVs, cars, minivans, and pickup trucks near you, all from dealerships you can trust.With our app, you can:Shop millions of new, used, and certified pre-owned cars near youUse powerful search and sort features to find your next carQuickly save your favorite carsReceive notifications, so you’ll never lose track of what you’ve looked atAll used and certified pre-owned listings come with a free CARFAX Vehicle History ReportHow CARFAX helps:See the accidents and service visits that have been reported to CARFAX. Get lots of details to help you make your choice.Filter your searches using CARFAX data including details on 1-Owner or Well-Maintained vehicles.See dealership ratings and reviews – from verified customers!Start your search now!","Find your next car with the CARFAX – Shop New & Used app. Search millions of new and used cars for sale from more than 28,000 dealerships nationwide. Plus, every used car listed comes with a FREE CARFAX Vehicle History Report! Shop for SUVs, cars, minivans, and pickup trucks near you, all from dealerships you can trust. 

With our app, you can shop millions of new, used, and certified pre-owned cars near you, use powerful search and sort features to find your next car, quickly save your favorite cars, and receive notifications, so you’ll never lose track of what you’ve looked at. All used and certified pre-owned listings come with a free CARFAX Vehicle History Report. 

How CARFAX helps: See the accidents and service visits that have been reported to CARFAX. Get lots of details to help you make your choice. Filter your searches using CARFAX data including details on 1-Owner or Well-Maintained vehicles. See dealership ratings and reviews – from verified customers! Start your search now!",Search millions of new and used cars from a dealership near you!,CARFAX – Shop New & Used Cars with Free Vehicle History Reports,0.2727272727272727,0.09999999999999999,0.2727272727272727
"New strange minimalistic indie horror quest adventure game with atmospheric dark mood, mystic storyline and pixel art.Are you brave enough to check that strange sounds?Are you ready to go up and face monster?What if monster is you?","New strange minimalistic indie horror quest adventure game with atmospheric dark mood, mystic storyline and pixel art. Are you brave enough to check that strange sounds? Are you ready to go up and face monster? What if monster is you?",2D indie horror quest game with pixel art and scary quest short story,"""New strange minimalistic indie horror quest adventure game""",0.380952380952381,0.2105263157894737,0.380952380952381
"EnGenius Cloud To-Go is an app used for managing and monitoring your network devices and connected clients.The app is perfect for when you need to manage multiple sites remotely, which will be a great help to register devices and inventory management by scanning QR-code and assign to different sites. An installer can unbox the package and connect to the on-site network, and everything just ready to go!","EnGenius Cloud To-Go is an app used for managing and monitoring your network devices and connected clients. The app is perfect for managing multiple sites remotely, assisting with device registration and inventory management by scanning QR codes and assigning devices to different sites. An installer can unbox the package and connect to the on-site network, and everything is ready to go!",Support account sign up for EnGenius Cloud To-Go,EnGenius Cloud To-Go: Manage and monitor your network devices remotely.,0.39999999999999997,0.33333333333333326,0.39999999999999997
"500 Suguru puzzles that can be played in any order.  The puzzles start small but get larger as you progress. Though challenging, none are frustratingly difficult and each has a single solution.The first puzzle (Game 1) acts as a tutorial game in case you're new to Suguru.An innovative method for number entry dispenses with the traditional keypad and makes solving each puzzle a more enjoyable experience.And there are undo/redo, candidate displays and progress check buttons to help you further.All progress is saved automatically.","500 Suguru puzzles that can be played in any order. The puzzles start small but get larger as you progress. Though challenging, none are frustratingly difficult and each has a single solution. The first puzzle (Game 1) acts as a tutorial game in case you're new to Suguru. An innovative method for number entry dispenses with the traditional keypad and makes solving each puzzle a more enjoyable experience. There are undo/redo, candidate displays, and progress check buttons to help you further. All progress is saved automatically.",500 challenging Suguru puzzles from small to large with easy number entry system,500 Suguru Puzzles: Enjoyable Number Entry and Progressive Challenges,0.5454545454545455,0.2,0.4545454545454546
"OTO Navi is an app for listening to audio material provided with books published by The Japan Times Publishing, Ltd. Before, this material was available only through supplementary CDs or MP3 file downloads, but now OTO Navi lets you use your smartphone or tablet to listen to it anywhere, anytime!How to use OTO NaviIt’s three easy steps: 1. Search for the book / 2. Download the audio material / 3. Play it!1. Search for the bookYou can easily search the database for the target book by either entering a keyword (title, author, or ISBN) or scanning the bar code (or QR code) on the book you own. If searching by bar code, scan the upper bar code of the two printed on the book’s back cover.2. Download the audio materialYou can download either the full set of audio material for the book, or just the sections you want. If downloading the full set, you may want to use a WiFi connection.3. Play it!OTO Navi offers several handy playback features to aid your studies, including 3-second skipping back/forward and repeating of a single track, a single section, or all sections.","OTO Navi is an app for listening to audio material provided with books published by The Japan Times Publishing, Ltd. Previously, this material was available only through supplementary CDs or MP3 file downloads, but now OTO Navi allows you to use your smartphone or tablet to listen to it anywhere, anytime! 

With OTO Navi, you can easily search for the target book, download the audio material, and play it. The app offers several handy playback features to aid your studies, including 3-second skipping back/forward and repeating of a single track, a single section, or all sections.",App for listening to audio material of books from The Japan Times Publishing,"OTO Navi: Listen to audio material from The Japan Times books anytime, anywhere!",0.6923076923076923,0.5,0.6153846153846154
"This calculator is simple and nicely calculator app designed for Android devices for free.Designed for everyday calculation, arithmetic operations, calculate percentage.Download and try this useful app!UI DesignSimple and intuitive interface for easy to use.Beautiful display, large button, nicely elegant themes.CalculationBasic arithmetic operations.+ ,-,×,÷Useful memory is available.Calculate percentage for tax, statistical, mathematic homeworkpercentage calculation example:        200 + 8%  = 216        200 - 8% = 184        200 × 8% = 16        200 ÷ 8% = 2500Also FeaturedUsefully backspace button to delete the last digit by digit.Calculation history is saving. Make single tap the result line for copy to clipboard.That is so useful.Calculating taxes, doing homework, and for your everyday.You can calculate basic calculation, percentage so easily.","This calculator is a simple and nicely designed app for Android devices, available for free. It is intended for everyday calculations, arithmetic operations, and percentage calculations. The app features a simple and intuitive interface, beautiful display, large buttons, and elegant themes. It supports basic arithmetic operations (+, -, ×, ÷) and includes a useful memory function. Users can calculate percentages for tasks such as tax and homework, with examples provided for clarity. Additionally, the app features a backspace button for deleting digits and saves calculation history, allowing users to easily copy results to the clipboard.","The best calculator app simple, beautiful, and stylish. Ideal for everyday use.",Simple and Elegant Calculator for Everyday Calculations,0.5263157894736842,0.11764705882352942,0.4210526315789474
"News has never been more local than in the palm of your hand. The YourErie 2Go mobile app brings you all the top stories from our daily broadcasts, as well as stories developing in real time.We provide the best coverage of Erie's local news and info, so check out our app and watch for updates from Your News Leader!Check out YourErie 2Go, the best way to get all of your local Erie, PA news, weather, sports and other great LOCAL Northwestern PA information. Our information comes from the combined effort of Your News Leader, JET 24, and FOX 66.FEATURES:• Watch video of your trusted reporters on the scene, and read revealing articles on what's going on in your community.• Plan your day and week with detailed weather reports, live alerts of severe conditions, and an interactive radar map.• Optional alerts on breaking news keep you in the know.• On the go? Save stories for later to access at your convenience.","YourErie 2Go mobile app brings you all the top stories from our daily broadcasts, as well as stories developing in real time. We provide the best coverage of Erie's local news and info, so check out our app and watch for updates from Your News Leader! Check out YourErie 2Go, the best way to get all of your local Erie, PA news, weather, sports, and other great LOCAL Northwestern PA information. Our information comes from the combined effort of Your News Leader, JET 24, and FOX 66. 

FEATURES: 
• Watch video of your trusted reporters on the scene, and read revealing articles on what's going on in your community. 
• Plan your day and week with detailed weather reports, live alerts of severe conditions, and an interactive radar map. 
• Optional alerts on breaking news keep you in the know. 
• On the go? Save stories for later to access at your convenience.","Powered by JET 24 / FOX 66 to get your local news, weather, & sports.","YourErie 2Go: Your source for local Erie news, weather, and sports.",0.41666666666666663,0.0909090909090909,0.41666666666666663
"Don´t miss what happens around you when you are using your headphones or earphones. With ambient sound you can easily hear just clicking a button, setting the volume and leaving the app running in the background. It is helpfull for example when you are listening music and walking on the street, or when you want to amplify the distant sounds.Do not forget to close the app by clicking twice in the back button, otherwise it will continue running in the background.You can use this app also to record sound using the different microphones of your smartphone","Don´t miss what happens around you when you are using your headphones or earphones. With ambient sound, you can easily hear by just clicking a button, setting the volume, and leaving the app running in the background. It is helpful when you are listening to music and walking on the street or when you want to amplify distant sounds. You can also use this app to record sound using the different microphones of your smartphone.","Keep listening around while you use your headphones, with recording feature!",Ambient Sound: Hear Your Surroundings While Using Headphones,0.4210526315789474,0.0,0.3157894736842105
"The Paychex Oasis® Time Kiosk app enables Paychex Oasis clients to turn an iPad® into a working time clock for their employees to record their time and perform other self-service options. Employees can quickly punch in/out, punch for lunches and breaks, and perform job transfers, even when the device is in a location without an established cellular or Wi-Fi signal. Employers can grant employees access to enter pay adjustments, request time off, view schedules, and view/approve their time card. Clients can enable an optional image-capture setting during the time of a punch.","The Paychex Oasis® Time Kiosk app enables Paychex Oasis clients to turn an iPad® into a working time clock for their employees to record their time and perform other self-service options. Employees can quickly punch in/out, punch for lunches and breaks, and perform job transfers, even when the device is in a location without an established cellular or Wi-Fi signal. Employers can grant employees access to enter pay adjustments, request time off, view schedules, and view/approve their time card. Clients can enable an optional image-capture setting during the time of a punch.",The Paychex Oasis® Time Kiosk enables clients to turn an iPad® into a time clock,Paychex Oasis® Time Kiosk: A time clock app for employee self-service and time tracking.,0.4666666666666667,0.35714285714285715,0.4666666666666667
"Caniacs know how to have fun, so you know that the Raising Cane’s Arcade app serves up fun every bit as craveable as their quality chicken fingers! Get the app today and watch as we add new games, activities and other fun stuff for kids of all ages.The Raising Cane’s® Arcade app collects anonymous, aggregated analytics data for the purpose of improving the app experience. No personally identifiable data is collected nor requested by Raising Cane’s. View our full privacy policy at https://c3brandmarketing.com/raisingcanes/privacy-policy.html","Caniacs know how to have fun, so you know that the Raising Cane’s Arcade app serves up fun every bit as craveable as their quality chicken fingers! Get the app today and watch as we add new games, activities and other fun stuff for kids of all ages. The Raising Cane’s® Arcade app collects anonymous, aggregated analytics data for the purpose of improving the app experience. No personally identifiable data is collected nor requested by Raising Cane’s.",Fun for kids of all ages from Raising Cane’s!,Raising Cane’s Arcade: Fun games and activities for kids of all ages!,0.7826086956521738,0.5714285714285715,0.5217391304347826
"Stellium app is your Personal Assistant, Astrology Psychic and Life Coach in one package. Find out what to expect from your future in your personalized Daily Astro Reading. Look for your soulmate with Zodiac Compatibility, read personalized Daily Tips and Insights, improve your mental health by taking one of our Self-Develoging Courses. Stellium is a perfect way to affirm and track your goals every single day by following personal recommendations concerning your love life, health and career.Enjoy your daily/weekly/yearly Horoscopes for all Zodiac signs, Moon Phase Calendar, Birth Chart, Biorhythms, Fortune Teller, Zodiac Dating and much more.All you want to know about yourself, your friends and loved ones! Check it out for free!","Stellium app is your Personal Assistant, Astrology Psychic, and Life Coach in one package. Find out what to expect from your future in your personalized Daily Astro Reading. Look for your soulmate with Zodiac Compatibility, read personalized Daily Tips and Insights, and improve your mental health by taking one of our Self-Developing Courses. Stellium is a perfect way to affirm and track your goals every single day by following personal recommendations concerning your love life, health, and career. Enjoy your daily/weekly/yearly Horoscopes for all Zodiac signs, Moon Phase Calendar, Birth Chart, Biorhythms, Fortune Teller, Zodiac Dating, and much more. All you want to know about yourself, your friends, and loved ones! Check it out for free!","What to expect? Mental health, zodiac love, astro future - personal assistant","Stellium: Your Personal Assistant, Astrology Psychic, and Life Coach in one package.",0.17391304347826086,0.09523809523809525,0.17391304347826086
"Kingfisher Adventure is an arcade game that has a lot of new and exciting challenges. You can also be a part of this adventure by joining with the Kingfisher. Avoid obstacles, Show your skills and reflex, Collect new items to unlock new attributes and increase the excitements.","Kingfisher Adventure is an arcade game that has a lot of new and exciting challenges. You can also be a part of this adventure by joining with the Kingfisher. Avoid obstacles, show your skills and reflexes, collect new items to unlock new attributes, and increase the excitement.",Join his adventure and become a part of this exiting journey of King-Fisher.,Kingfisher Adventure: An exciting arcade game with challenges and skill-based gameplay.,0.15384615384615383,0.0,0.15384615384615383
This application provides many features of the EnterpriseOne client. It is targeting to mobile sellers.,This application provides many features of the EnterpriseOne client. It is targeting to mobile sellers.,This application provides many features of the EnterpriseOne client.,EnterpriseOne Mobile for Sellers,0.15384615384615383,0.0,0.15384615384615383
"Join the adventures of Poptropica! Complete unbelievable quests, written by Jeff Kinney, author of the Diary of a Wimpy Kid series!Customize your character with cool outfits, hairstyles, and more! Decorate your clubhouse and hang out with friends! You can even adopt cut pets to join you on your adventures!And don't forget to collect prizes and compete with your friends - will you be the island champion?Privacy Policy: https://www.poptropica.com/privacy/Terms of Use: https://www.poptropica.com/about/terms-of-use.htmlChildren should always ask their parent or guardian for permission before they download and play. This app requires an Internet connection, and data fees may apply if WiFi isn’t connected.© 2021 Sandbox Networks, Inc. All rights reserved.","Join the adventures of Poptropica! Complete unbelievable quests, written by Jeff Kinney, author of the Diary of a Wimpy Kid series! Customize your character with cool outfits, hairstyles, and more! Decorate your clubhouse and hang out with friends! You can even adopt cute pets to join you on your adventures! And don't forget to collect prizes and compete with your friends - will you be the island champion?","Customize your character, adopt pets, and play with friends!",Join the adventures of Poptropica!,0.0,0.0,0.0
"The APS eSELFSERVE mobile app provides employees with convenient and secure access to important tools and information.Employees can easily view their personal information, pay stubs, tax forms, and work schedule. In addition, employees can quickly clock in and out, and request time off.Please note that the eSELFSERVE mobile app is only available to authorized customers of APS.","The APS eSELFSERVE mobile app provides employees with convenient and secure access to important tools and information. Employees can easily view their personal information, pay stubs, tax forms, and work schedule. In addition, employees can quickly clock in and out, and request time off. Please note that the eSELFSERVE mobile app is only available to authorized customers of APS.",The eSELFSERVE mobile app for employee self-service.,APS eSELFSERVE: Convenient and secure access to employee tools and information.,0.2105263157894737,0.0,0.2105263157894737
"JAGDALE COACHING CLASSES is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors. ","JAGDALE COACHING CLASSES is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports, and much more—a perfect on-the-go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features, greatly loved by students, parents, and tutors.",Connect with JAGDALE COACHING CLASSES in an efficient and transparent manner,JAGDALE COACHING CLASSES: Efficient online platform for managing tutoring data.,0.380952380952381,0.2105263157894737,0.380952380952381
"Welcome to the official Gospel Broadcasting Network application for your mobile device!Check out all kinds of content that interests you. After you’ve downloaded and enjoyed the content, you can share it with your friends via Twitter, Facebook, or email.For more information about GBN, please visit: http://www.gbntv.orgThe GBN app was developed with the Subsplash App Platform.","Welcome to the official Gospel Broadcasting Network application for your mobile device! Check out all kinds of content that interests you. After you’ve downloaded and enjoyed the content, you can share it with your friends via Twitter, Facebook, or email.",Official app for the Gospel Broadcasting Network,Gospel Broadcasting Network: Your mobile source for engaging content.,0.5,0.28571428571428575,0.375
"LibraDragon is an innovative blockchain game. This is an innovative game experiment. We will combine advanced blockchain technology and concepts while using traditional mobile game resources to change the definition of mobile games for game players. We call it the Consensus Game concept. LibraDragon is the first Consensus Game developed and designed independently by our team. At the same time, we combined the characteristics of blockchain to tokenize the game. We created a new concept -- POP (Proof of Playing). This is a mechanism through which players can receive fair consideration. The interest of every player is guaranteed through blockchain technology.","LibraDragon is an innovative blockchain game that combines advanced blockchain technology with traditional mobile game resources, redefining mobile gaming for players. It introduces the Consensus Game concept, developed independently by our team. The game tokenizes its features and introduces a new mechanism called POP (Proof of Playing), ensuring fair consideration for players and guaranteeing their interests through blockchain technology.",LibraDragon is an innovative blockchain game.,LibraDragon: An innovative blockchain game redefining mobile gaming with the Consensus Game concept and POP (Proof of Playing) mechanism.,0.39999999999999997,0.2608695652173913,0.39999999999999997
"KimAhAra is online application which can be delivering the Grocery, Vegetables & Fruits and food etc. We are pleased to provide our services in various ways for delivering the products. The online we offer a comfortable and friendly user experience for ordering online foods. This application can be download on mobile & tablets available on the Google play store.This Application is developed by team S CADGY.It is private limited company with having Information Technology based background in Pune Maharashtra India.Company come with To carry on the business of Software designing, development, implementation, maintenance, testing and benchmarking, designing, developing and dealing in computer software and solutions, and to import, export, sell, purchase, distribute, host (in data centers or over the web) or otherwise deal in own and third party computer software packages, programs and solutions, and to provide internet / web based applications, services and solutions, provide or take up Information technology related assignments on sub-contracting basis, offering services on-site/ offsite or through development centers using owned /hired or third party infrastructure and equipment, deal in such hardware and software packages and providing information technology consultancy services.","KimAhAra is an online application that delivers groceries, vegetables, fruits, and food. We provide a comfortable and friendly user experience for ordering food online. The application can be downloaded on mobile and tablets from the Google Play Store. Developed by S CADGY, a private limited company based in Pune, Maharashtra, India, the company specializes in software design, development, and IT consultancy services.","KimAhAra is online application which delivers the Grocery, Vegetables and food.",KimAhAra: Your online grocery delivery solution.,0.3529411764705882,0.0,0.3529411764705882
"Kash Hum Juda Na Hote is a romantic novel by Sanober Habib.Disclaimer: Content in this Application is from a public domain and we use it according to fair usage policy. We don’t claim the copyright ownership, if you have a particular complaint about any content please mail us.Don’t forget to give us your reviews, if you enjoyed our word and like this application. Rate us and share your liked apps with your friends and family.",Kash Hum Juda Na Hote is a romantic novel by Sanober Habib. Content in this application is from a public domain and is used according to fair usage policy.,"SANOBER HABIB's ""KASH HUM JUDA NA HOTE""",Kash Hum Juda Na Hote - A romantic novel by Sanober Habib,0.7368421052631579,0.588235294117647,0.5263157894736842
"Be the boss, managing your business and become a tycoon of industry.Grow your business, earn money and produce amazing industrial products.Build your empire tycoon, hire new workers. You can upgrading machines in your  factory.Upgrade your production line to expand your business map","Be the boss, managing your business and become a tycoon of industry. Grow your business, earn money and produce amazing industrial products. Build your empire tycoon, hire new workers. You can upgrade machines in your factory. Upgrade your production line to expand your business map.","Mining, building factory assembly line and becoming a super industrial tycoon","""Become a tycoon of industry and manage your business empire.""",0.47619047619047616,0.10526315789473685,0.28571428571428564
We sell sublimation and screen print transfers for personal and commercial use on physical products,We sell sublimation and screen print transfers for personal and commercial use on physical products.,Sublimation & Screen Print Transfers,Sublimation and Screen Print Transfers for Personal and Commercial Use,0.5714285714285715,0.3333333333333333,0.5714285714285715
"Do you follow the anime and manga?Are you an otaku?Do you like to decorate your application with wonderful backgrounds HD wallpapers for your favorite anime and manga?You are in the right place!!!Top Anime Wallpapers HD for Fans Otaku application specially designed for Anime otaky Lovers. decorate new Your phone with application Top Anime Wallpapers HD for Fans Otaku, with the best backgrounds HD for your favorite Anime.New categories and new backgrounds are added every day, and users can register in the application by e-mail OR FB AND upload their photos to share with other users, and can interact with images with LIKES or commentary.","Top Anime Wallpapers HD for Fans Otaku is an application specially designed for anime and manga lovers. It allows users to decorate their phones with stunning HD wallpapers of their favorite anime. New categories and backgrounds are added daily, and users can register via email or Facebook to upload and share their photos, as well as interact with images through likes and comments.",best otaku wallpapers hd and GIF for fans anime manga,Top Anime Wallpapers HD for Fans Otaku: Stunning HD wallpapers for anime and manga lovers.,0.64,0.17391304347826086,0.48
